location,año,total_vaccinations_per_hundred
Colombia,2022,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,173.59
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,173.69
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,173.9
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,174.05
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,
Colombia,2023,174.47
Paraguay,2021,0.0
Paraguay,2021,0.01
Paraguay,2021,0.01
Paraguay,2021,0.02
Paraguay,2021,0.02
Paraguay,2021,
Paraguay,2021,0.02
Paraguay,2021,0.02
Paraguay,2021,0.02
Paraguay,2021,0.03
Paraguay,2021,0.03
Paraguay,2021,0.03
Paraguay,2021,0.03
Paraguay,2021,
Paraguay,2021,0.03
Paraguay,2021,0.03
Paraguay,2021,0.04
Paraguay,2021,0.07
Paraguay,2021,0.12
Paraguay,2021,0.15
Paraguay,2021,0.17
Paraguay,2021,0.18
Paraguay,2021,0.19
Paraguay,2021,0.21
Paraguay,2021,0.21
Paraguay,2021,0.22
Paraguay,2021,0.22
Paraguay,2021,0.22
Paraguay,2021,0.22
Paraguay,2021,0.28
Paraguay,2021,0.37
Paraguay,2021,0.45
Paraguay,2021,0.53
Paraguay,2021,0.56
Paraguay,2021,0.58
Paraguay,2021,0.63
Paraguay,2021,0.66
Paraguay,2021,0.68
Paraguay,2021,0.68
Paraguay,2021,
Paraguay,2021,0.69
Paraguay,2021,0.69
Paraguay,2021,0.7
Paraguay,2021,0.71
Paraguay,2021,0.73
Paraguay,2021,0.76
Paraguay,2021,0.8
Paraguay,2021,0.83
Paraguay,2021,0.85
Paraguay,2021,0.92
Paraguay,2021,1.04
Paraguay,2021,1.16
Paraguay,2021,1.27
Paraguay,2021,1.35
Paraguay,2021,1.37
Paraguay,2021,1.37
Paraguay,2021,1.41
Paraguay,2021,1.44
Paraguay,2021,1.47
Paraguay,2021,1.49
Paraguay,2021,1.51
Paraguay,2021,1.52
Paraguay,2021,1.52
Paraguay,2021,1.54
Paraguay,2021,1.61
Paraguay,2021,1.72
Paraguay,2021,1.86
Paraguay,2021,1.99
Paraguay,2021,2.0
Paraguay,2021,2.0
Paraguay,2021,2.12
Paraguay,2021,2.23
Paraguay,2021,2.34
Paraguay,2021,2.43
Paraguay,2021,2.52
Paraguay,2021,2.54
Paraguay,2021,2.55
Paraguay,2021,2.73
Paraguay,2021,2.94
Paraguay,2021,3.16
Paraguay,2021,3.43
Paraguay,2021,3.57
Paraguay,2021,3.6
Paraguay,2021,3.63
Paraguay,2021,3.81
Paraguay,2021,4.12
Paraguay,2021,4.41
Paraguay,2021,4.7
Paraguay,2021,4.95
Paraguay,2021,5.08
Paraguay,2021,5.08
Paraguay,2021,5.21
Paraguay,2021,5.37
Paraguay,2021,5.6
Paraguay,2021,5.88
Paraguay,2021,6.11
Paraguay,2021,6.16
Paraguay,2021,6.17
Paraguay,2021,6.44
Paraguay,2021,6.69
Paraguay,2021,6.91
Paraguay,2021,7.15
Paraguay,2021,7.39
Paraguay,2021,7.47
Paraguay,2021,7.49
Paraguay,2021,7.72
Paraguay,2021,7.91
Paraguay,2021,8.09
Paraguay,2021,8.31
Paraguay,2021,8.55
Paraguay,2021,8.9
Paraguay,2021,9.29
Paraguay,2021,9.7
Paraguay,2021,10.06
Paraguay,2021,10.35
Paraguay,2021,10.77
Paraguay,2021,11.08
Paraguay,2021,11.15
Paraguay,2021,11.16
Paraguay,2021,11.55
Paraguay,2021,11.94
Paraguay,2021,12.33
Paraguay,2021,12.51
Paraguay,2021,12.76
Paraguay,2021,12.85
Paraguay,2021,12.89
Paraguay,2021,13.24
Paraguay,2021,13.53
Paraguay,2021,13.81
Paraguay,2021,14.25
Paraguay,2021,14.53
Paraguay,2021,15.01
Paraguay,2021,15.63
Paraguay,2021,16.24
Paraguay,2021,16.99
Paraguay,2021,17.84
Paraguay,2021,18.1
Paraguay,2021,18.37
Paraguay,2021,18.38
Paraguay,2021,18.38
Paraguay,2021,19.86
Paraguay,2021,21.44
Paraguay,2021,23.16
Paraguay,2021,24.5
Paraguay,2021,25.67
Paraguay,2021,25.91
Paraguay,2021,26.02
Paraguay,2021,27.44
Paraguay,2021,28.2
Paraguay,2021,30.16
Paraguay,2021,32.24
Paraguay,2021,33.02
Paraguay,2021,33.76
Paraguay,2021,34.04
Paraguay,2021,35.8
Paraguay,2021,37.19
Paraguay,2021,38.24
Paraguay,2021,38.45
Paraguay,2021,38.57
Paraguay,2021,38.59
Paraguay,2021,38.59
Paraguay,2021,39.65
Paraguay,2021,40.62
Paraguay,2021,41.91
Paraguay,2021,42.89
Paraguay,2021,43.62
Paraguay,2021,44.5
Paraguay,2021,44.81
Paraguay,2021,45.72
Paraguay,2021,46.25
Paraguay,2021,47.82
Paraguay,2021,49.53
Paraguay,2021,50.67
Paraguay,2021,51.84
Paraguay,2021,52.5
Paraguay,2021,54.2
Paraguay,2021,55.6
Paraguay,2021,56.78
Paraguay,2021,56.99
Paraguay,2021,57.15
Paraguay,2021,57.16
Paraguay,2021,57.16
Paraguay,2021,57.3
Paraguay,2021,57.47
Paraguay,2021,57.73
Paraguay,2021,58.42
Paraguay,2021,59.19
Paraguay,2021,59.2
Paraguay,2021,59.2
Paraguay,2021,59.53
Paraguay,2021,59.86
Paraguay,2021,60.22
Paraguay,2021,60.24
Paraguay,2021,60.31
Paraguay,2021,60.4
Paraguay,2021,60.4
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,62.99
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,64.91
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,66.04
Paraguay,2021,66.19
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,68.44
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,71.33
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,72.66
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,76.17
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,78.01
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,78.41
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,84.74
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,87.33
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,89.37
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,91.68
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,93.27
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,95.71
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,97.94
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,
Paraguay,2021,100.78
Paraguay,2021,
Paraguay,2021,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,104.53
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,107.38
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,109.29
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,110.29
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,113.1
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,115.84
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,117.65
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,119.02
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,119.82
Paraguay,2022,
Paraguay,2022,120.69
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,121.2
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,122.38
Paraguay,2022,
Paraguay,2022,123.52
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,124.3
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,124.95
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,127.15
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,127.98
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,129.27
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,129.76
Paraguay,2022,
Paraguay,2022,130.34
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,131.09
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,131.12
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,131.53
Paraguay,2022,132.03
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,133.9
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,135.19
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,135.91
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,136.1
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,136.52
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,137.36
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,137.64
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,138.42
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,138.49
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,138.61
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,138.74
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,138.91
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,139.36
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,139.5
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,139.74
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,139.83
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,139.91
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2022,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,139.99
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,140.19
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,140.31
Paraguay,2023,140.46
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,140.53
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,140.67
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,141.12
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,141.62
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,141.73
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,141.89
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,142.27
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,
Paraguay,2023,143.72
United States,2020,0.01
United States,2020,0.02
United States,2020,0.03
United States,2020,0.08
United States,2020,0.16
United States,2020,0.29
United States,2020,0.34
United States,2020,0.38
United States,2020,0.49
United States,2020,0.63
United States,2020,0.8
United States,2020,0.86
United States,2020,0.87
United States,2020,0.91
United States,2020,0.94
United States,2020,1.12
United States,2020,1.34
United States,2020,1.59
United States,2020,1.72
United States,2021,1.76
United States,2021,1.84
United States,2021,1.89
United States,2021,2.09
United States,2021,2.34
United States,2021,2.65
United States,2021,3.01
United States,2021,3.38
United States,2021,3.54
United States,2021,3.61
United States,2021,3.94
United States,2021,4.32
United States,2021,4.72
United States,2021,5.12
United States,2021,5.5
United States,2021,5.7
United States,2021,5.79
United States,2021,6.06
United States,2021,6.46
United States,2021,6.95
United States,2021,7.45
United States,2021,7.94
United States,2021,8.22
United States,2021,8.34
United States,2021,8.76
United States,2021,9.26
United States,2021,9.84
United States,2021,10.44
United States,2021,11.02
United States,2021,11.33
United States,2021,11.47
United States,2021,11.89
United States,2021,12.41
United States,2021,13.06
United States,2021,13.77
United States,2021,14.48
United States,2021,14.87
United States,2021,15.01
United States,2021,15.49
United States,2021,16.08
United States,2021,16.78
United States,2021,17.51
United States,2021,18.3
United States,2021,18.74
United States,2021,18.92
United States,2021,19.28
United States,2021,19.77
United States,2021,20.36
United States,2021,20.93
United States,2021,21.52
United States,2021,21.91
United States,2021,22.1
United States,2021,22.54
United States,2021,23.12
United States,2021,23.89
United States,2021,24.78
United States,2021,25.72
United States,2021,26.32
United States,2021,26.58
United States,2021,27.21
United States,2021,27.95
United States,2021,28.83
United States,2021,29.8
United States,2021,30.77
United States,2021,31.4
United States,2021,31.68
United States,2021,32.33
United States,2021,33.15
United States,2021,34.1
United States,2021,35.15
United States,2021,36.19
United States,2021,36.85
United States,2021,37.15
United States,2021,37.83
United States,2021,38.71
United States,2021,39.66
United States,2021,40.69
United States,2021,41.69
United States,2021,42.34
United States,2021,42.65
United States,2021,43.36
United States,2021,44.28
United States,2021,45.35
United States,2021,46.5
United States,2021,47.65
United States,2021,48.4
United States,2021,48.76
United States,2021,49.62
United States,2021,50.7
United States,2021,51.95
United States,2021,53.33
United States,2021,54.43
United States,2021,55.13
United States,2021,55.36
United States,2021,56.29
United States,2021,57.49
United States,2021,58.8
United States,2021,60.16
United States,2021,61.46
United States,2021,62.33
United States,2021,62.76
United States,2021,63.67
United States,2021,64.72
United States,2021,65.83
United States,2021,66.97
United States,2021,68.06
United States,2021,68.77
United States,2021,69.11
United States,2021,69.89
United States,2021,70.87
United States,2021,71.92
United States,2021,72.98
United States,2021,73.98
United States,2021,74.64
United States,2021,74.94
United States,2021,75.67
United States,2021,76.54
United States,2021,77.47
United States,2021,78.4
United States,2021,79.28
United States,2021,79.84
United States,2021,80.11
United States,2021,80.7
United States,2021,81.46
United States,2021,82.23
United States,2021,82.99
United States,2021,83.75
United States,2021,84.22
United States,2021,84.41
United States,2021,84.89
United States,2021,85.51
United States,2021,86.12
United States,2021,86.81
United States,2021,87.55
United States,2021,88.11
United States,2021,88.4
United States,2021,88.95
United States,2021,89.58
United States,2021,90.21
United States,2021,90.82
United States,2021,91.44
United States,2021,91.88
United States,2021,92.08
United States,2021,92.48
United States,2021,92.92
United States,2021,93.35
United States,2021,93.76
United States,2021,94.16
United States,2021,94.4
United States,2021,94.51
United States,2021,94.58
United States,2021,94.96
United States,2021,95.3
United States,2021,95.68
United States,2021,96.11
United States,2021,96.43
United States,2021,96.59
United States,2021,96.92
United States,2021,97.27
United States,2021,97.63
United States,2021,97.98
United States,2021,98.35
United States,2021,98.62
United States,2021,98.74
United States,2021,99.02
United States,2021,99.32
United States,2021,99.6
United States,2021,99.88
United States,2021,100.16
United States,2021,100.33
United States,2021,100.41
United States,2021,100.58
United States,2021,100.81
United States,2021,101.04
United States,2021,101.25
United States,2021,101.48
United States,2021,101.63
United States,2021,101.71
United States,2021,101.88
United States,2021,102.07
United States,2021,102.26
United States,2021,102.45
United States,2021,102.64
United States,2021,102.74
United States,2021,102.76
United States,2021,102.88
United States,2021,103.06
United States,2021,103.23
United States,2021,103.4
United States,2021,103.59
United States,2021,103.71
United States,2021,103.78
United States,2021,103.94
United States,2021,104.09
United States,2021,104.26
United States,2021,104.42
United States,2021,104.61
United States,2021,104.73
United States,2021,104.8
United States,2021,104.97
United States,2021,105.15
United States,2021,105.34
United States,2021,105.54
United States,2021,105.77
United States,2021,105.91
United States,2021,105.98
United States,2021,106.18
United States,2021,106.39
United States,2021,106.61
United States,2021,106.83
United States,2021,107.08
United States,2021,107.24
United States,2021,107.34
United States,2021,107.56
United States,2021,107.79
United States,2021,108.03
United States,2021,108.27
United States,2021,108.54
United States,2021,108.71
United States,2021,108.82
United States,2021,109.06
United States,2021,109.3
United States,2021,109.53
United States,2021,109.78
United States,2021,110.07
United States,2021,110.26
United States,2021,110.38
United States,2021,110.64
United States,2021,110.92
United States,2021,111.21
United States,2021,111.5
United States,2021,111.83
United States,2021,112.04
United States,2021,112.16
United States,2021,112.43
United States,2021,112.72
United States,2021,113.02
United States,2021,113.32
United States,2021,113.67
United States,2021,113.89
United States,2021,114.02
United States,2021,114.3
United States,2021,114.58
United States,2021,114.87
United States,2021,115.14
United States,2021,115.46
United States,2021,115.63
United States,2021,115.74
United States,2021,115.79
United States,2021,116.07
United States,2021,116.32
United States,2021,116.58
United States,2021,116.9
United States,2021,117.08
United States,2021,117.18
United States,2021,117.42
United States,2021,117.65
United States,2021,117.88
United States,2021,118.11
United States,2021,118.39
United States,2021,118.54
United States,2021,118.64
United States,2021,118.85
United States,2021,119.06
United States,2021,119.26
United States,2021,119.46
United States,2021,119.76
United States,2021,119.97
United States,2021,120.09
United States,2021,120.4
United States,2021,120.74
United States,2021,121.09
United States,2021,121.44
United States,2021,121.85
United States,2021,122.04
United States,2021,122.15
United States,2021,122.45
United States,2021,122.76
United States,2021,123.07
United States,2021,123.39
United States,2021,123.74
United States,2021,123.9
United States,2021,124.0
United States,2021,124.26
United States,2021,124.54
United States,2021,124.82
United States,2021,125.09
United States,2021,125.41
United States,2021,125.56
United States,2021,125.64
United States,2021,125.9
United States,2021,126.15
United States,2021,126.4
United States,2021,126.66
United States,2021,127.08
United States,2021,127.33
United States,2021,127.48
United States,2021,127.94
United States,2021,128.42
United States,2021,128.91
United States,2021,129.4
United States,2021,129.94
United States,2021,130.19
United States,2021,130.32
United States,2021,130.78
United States,2021,131.23
United States,2021,131.71
United States,2021,132.21
United States,2021,132.8
United States,2021,133.11
United States,2021,133.28
United States,2021,133.73
United States,2021,134.23
United States,2021,134.77
United States,2021,135.26
United States,2021,135.86
United States,2021,136.22
United States,2021,136.4
United States,2021,136.87
United States,2021,137.38
United States,2021,137.92
United States,2021,138.47
United States,2021,139.1
United States,2021,139.47
United States,2021,139.67
United States,2021,140.22
United States,2021,140.77
United States,2021,141.19
United States,2021,141.2
United States,2021,141.57
United States,2021,141.84
United States,2021,142.02
United States,2021,142.53
United States,2021,143.12
United States,2021,143.78
United States,2021,144.44
United States,2021,145.19
United States,2021,145.64
United States,2021,145.87
United States,2021,146.43
United States,2021,147.01
United States,2021,147.59
United States,2021,148.18
United States,2021,148.83
United States,2021,149.21
United States,2021,149.4
United States,2021,149.89
United States,2021,150.42
United States,2021,150.94
United States,2021,151.46
United States,2021,152.05
United States,2021,152.39
United States,2021,152.58
United States,2021,153.14
United States,2021,153.75
United States,2021,154.31
United States,2021,154.76
United States,2021,154.87
United States,2021,154.88
United States,2021,155.02
United States,2021,155.48
United States,2021,156.0
United States,2021,156.51
United States,2021,156.98
United States,2021,157.16
United States,2022,157.2
United States,2022,157.35
United States,2022,157.73
United States,2022,158.16
United States,2022,158.6
United States,2022,159.04
United States,2022,159.54
United States,2022,159.86
United States,2022,160.01
United States,2022,160.39
United States,2022,160.79
United States,2022,161.19
United States,2022,161.58
United States,2022,162.03
United States,2022,162.27
United States,2022,162.38
United States,2022,162.63
United States,2022,162.94
United States,2022,163.24
United States,2022,163.52
United States,2022,163.85
United States,2022,164.04
United States,2022,164.14
United States,2022,164.38
United States,2022,164.62
United States,2022,164.87
United States,2022,165.11
United States,2022,165.4
United States,2022,165.54
United States,2022,165.62
United States,2022,165.81
United States,2022,166.0
United States,2022,166.17
United States,2022,166.33
United States,2022,166.53
